countryCode,urlImage,productName,salesRanking30DaysAvg,salesRanking90DaysAvg,salesRanking180DaysAvg,salesRankingReference,reviewsRating,reviewsCount,amazonCurrent,amazon30DaysAvg,amazon90DaysAvg,amazon180DaysAvg,amazonLowest,amazonHighest,amazon90DaysOOS,newCurrent,new30DaysAvg,new90DaysAvg,new180DaysAvg,newThirdPartyFBACurrent,newThirdPartyFBA30DaysAvg,newThirdPartyFBA90DaysAvg,newThirdPartyFBA180DaysAvg,newThirdPartyFBALowest,fbaPickPackFee,newThirdPartyFBMCurrent,newThirdPartyFBM30DaysAvg,newThirdPartyFBM90DaysAvg,newThirdPartyFBM180DaysAvg,newOffersCurrentCount,newOffers90DaysAvgCount,countRetrievedLiveOffersNewFBA,countRetrievedLiveOffersNewFBM,buyBoxCurrent,buyBox30DaysAvg,buyBox90DaysAvg,buyBox180DaysAvg,buyBoxLowest,buyBoxHighest,buyBoxSeller,buyBoxIsFBA,buyBoxUnqualified,urlAmazon,urlKeepa,categoriesRoot,categoriesSub,asin,ean,brand,numberOfItems,packageLengthCm,packageWidthCm,packageHeightCm,packageWeightG,isHazmat
es,https://m.media-amazon.com/images/I/51RLq-Okw+L.jpg,Rêve sur Saturne,,,,,,,,,,,€ 8.36,€ 9.90,100 %,€ 9.90,€ 9.90,€ 9.90,€ 9.90,,,,,,€ 2.83,,,,,1,1,,,,,,,€ 9.90,€ 23.76,,no,no,https://www.amazon.es/dp/2366470142,https://keepa.com/#!product/9-2366470142,Libros,Infantil,2366470142,9782366470147,RECREALIRE,1,21.6,21.2,0.8,280,
es,https://m.media-amazon.com/images/I/819LBCIi0NL.jpg,Savoies (73-74): 30 lieux incontournables à colorier,,,,,,,,,,,,,100 %,€ 17.97,€ 17.96,€ 17.96,€ 17.96,,,,,,€ 3.18,,,,,1,1,,,€ 17.97,€ 17.96,€ 17.96,€ 17.96,€ 17.96,€ 17.97,3rd Party (A3QMD7ECWYUK62),yes,no,https://www.amazon.es/dp/2816009181,https://keepa.com/#!product/9-2816009181,Libros,Libros para colorear para adultos,2816009181,9782816009187,ARTEMIS,1,21.4,16,0.8,160,
es,https://m.media-amazon.com/images/I/317WZ1Al2ML.jpg,Vivre en écolieux,,,,,,,€ 26.00,€ 26.00,€ 26.00,€ 26.00,€ 26.00,€ 26.00,0 %,€ 26.00,€ 26.00,€ 26.00,€ 26.00,,,,,,€ 3.57,,€ 37.05,€ 37.05,€ 37.05,5,5,1,3,€ 26.00,€ 26.00,€ 26.00,€ 26.00,€ 26.00,€ 26.00,Amazon,yes,no,https://www.amazon.es/dp/237922210X,https://keepa.com/#!product/9-237922210X,Libros,"Ciencias de la Tierra, Ecología, Guías sexuales, Familia y relaciones",237922210X,9782379222108,,1,24.4,17.1,2.4,630,
es,https://m.media-amazon.com/images/I/31fJRTslJ+L.jpg;https://m.media-amazon.com/images/I/51n8xKy5bEL.jpg;https://m.media-amazon.com/images/I/41XGQRKFslL.jpg;https://m.media-amazon.com/images/I/513EtDYnl1L.jpg;https://m.media-amazon.com/images/I/51+IT1mAreL.jpg,"Coffret La pause kawaii: Avec 1 mug chat et sa cuillère, et 1 livre de 50 recettes de boissons chaudes et petits gâteaux",,,,,5,1,,,,,€ 16.95,€ 16.95,100 %,€ 14.90,€ 12.24,€ 13.51,€ 15.23,,,,,,€ 4.82,,€ 18.50,€ 33.27,€ 37.45,3,3,0,3,€ 20.90,€ 19.02,€ 23.30,€ 25.62,€ 16.95,€ 28.95,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.es/dp/2263176888,https://keepa.com/#!product/9-2263176888,Libros,"Hogar, manualidades y estilos de vida, Bebidas calientes",2263176888,9782263176883,,1,31,23.7,11.8,730,
es,https://m.media-amazon.com/images/I/51Qe9ptrvwL.jpg,Labyrinthes à l'infini Disney Vilains: Avec un feutre effaçable,,,,,1,1,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,0 %,€ 7.95,€ 7.95,€ 7.95,€ 7.95,,,,,,€ 2.59,,,,,1,1,1,0,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,Amazon,yes,no,https://www.amazon.es/dp/2508053813,https://keepa.com/#!product/9-2508053813,Libros,"Libros para colorear para adultos, Juegos y adivinanzas, Libros de actividades",2508053813,9782508053818,,1,27.5,20.8,1.1,190,
es,https://m.media-amazon.com/images/I/51q6ASdrxXL.jpg,Pays Cathare: 24 belles balades,,,,,,,,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,0 %,,€ 17.90,€ 17.90,€ 17.90,,,,,,€ 3.42,,,,,,1,,,,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,,no,no,https://www.amazon.es/dp/2846405441,https://keepa.com/#!product/9-2846405441,Libros,"Excursionismo y senderismo, Hogar, manualidades y estilos de vida, Libros y guías de viaje",2846405441,9782846405447,,1,20.9,15.1,1.2,340,
es,https://m.media-amazon.com/images/I/51WfKwhvlhL.jpg,"Toponymie Gasconne (FIN DE SERIE - Histoire, Litté)",,,,,,,,,,,€ 5.30,€ 5.30,100 %,€ 8.90,,,,,,,,,€ 2.59,,,,,1,,1,0,€ 8.90,,,,€ 5.30,€ 8.90,3rd Party (A3FSLVSLIX5JZD),yes,no,https://www.amazon.es/dp/2879016932,https://keepa.com/#!product/9-2879016932,Libros,"Rural y ciudades pequeñas, Literaria",2879016932,9782879016931,SUD OUEST,1,18.3,12.2,1,136,
es,https://m.media-amazon.com/images/I/81Wu40Jc7KL.jpg;https://m.media-amazon.com/images/I/61DXP5TAWXL.jpg;https://m.media-amazon.com/images/I/71Ah6pbqU8L.jpg;https://m.media-amazon.com/images/I/71g2ahdGUgL.jpg;https://m.media-amazon.com/images/I/61POAZ4vRkL.jpg,"Devenir ornitho: Conseils, trucs et astuces d'un expert des oiseaux",,,,,4,2,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,0 %,€ 22.90,€ 22.90,€ 22.90,€ 22.90,,,,,,€ 3.42,,,,,3,4,,,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,Amazon,yes,no,https://www.amazon.es/dp/2603030345,https://keepa.com/#!product/9-2603030345,Libros,Mascotas,2603030345,9782603030349,,1,18.8,14.3,1.7,400,
es,https://m.media-amazon.com/images/I/71fNadwPdJL.jpg,Le livre qui sait tout faire,,,,,3.3,6,,,,€ 11.90,€ 10.23,€ 11.90,100 %,€ 7.70,€ 7.73,€ 7.83,€ 9.38,,,,,,€ 2.83,,€ 7.80,€ 7.80,€ 7.80,4,4,0,4,€ 7.70,€ 7.73,€ 7.94,€ 9.48,€ 7.70,€ 11.90,3rd Party (A2EL6K6KDM9FO1),no,no,https://www.amazon.es/dp/2408017394,https://keepa.com/#!product/9-2408017394,Libros,Libros de actividades,2408017394,9782408017392,MILAN,1,23,13.2,2,300,
es,https://m.media-amazon.com/images/I/51xkRHxQX3L.jpg,Prouts célèbres: Et autres petits vents de l'histoire,,,,,3.4,5,,,,,,,100 %,,,,,,,,,,€ 3.42,,,,,,,0,0,,,,,,,,no,yes,https://www.amazon.es/dp/2848652845,https://keepa.com/#!product/9-2848652845,Libros,Infantil,2848652845,9782848652849,SARBACANE,1,25.2,21.6,1.2,458,
es,https://m.media-amazon.com/images/I/61urj8JArgS.jpg,Qui a le dernier mot ?: Des centaines de citations à compléter !,,,,,,,,,,,,,100 %,,,,,,,,,,€ 4.03,,,,,,,,,,,,,,,,no,yes,https://www.amazon.es/dp/241206993X,https://keepa.com/#!product/9-241206993X,Libros,Juegos y adivinanzas,241206993X,9782412069936,,1,11.1,7.8,6.2,180,
es,https://m.media-amazon.com/images/I/41BfoWnLbNL.jpg;https://m.media-amazon.com/images/I/51sNrcdh4eL.jpg;https://m.media-amazon.com/images/I/51PYj-iBQOL.jpg;https://m.media-amazon.com/images/I/51L6Ftcy2+L.jpg,Notre cabane (Albums jeunesse),,,,,4,1,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 14.50,0 %,€ 14.50,€ 14.50,€ 14.50,€ 14.50,,,,,,€ 4.26,,,,,5,3,,,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 14.50,€ 14.50,Amazon,yes,no,https://www.amazon.es/dp/B08BD9CY6D,https://keepa.com/#!product/9-B08BD9CY6D,Libros,"Aprendizaje temprano, Literatura y ficción",B08BD9CY6D,9791023513073,SEUIL JEUNESSE,1,31.7,23.6,1.1,520,
es,https://m.media-amazon.com/images/I/51v5o+cyI3L.jpg;https://m.media-amazon.com/images/I/511kcyeqZGL.jpg;https://m.media-amazon.com/images/I/51Mk0eShiVL.jpg;https://m.media-amazon.com/images/I/51mIJyEZtSL.jpg;https://m.media-amazon.com/images/I/51Ktgp2ss-L.jpg,Batch cooking libre: Ultra légumes verts,,,,,3.4,3,,,,,,,100 %,€ 9.90,€ 9.90,€ 9.72,€ 9.79,,,,,,€ 3.42,,€ 15.90,€ 20.32,€ 23.63,1,1,0,1,€ 15.90,€ 15.90,€ 20.12,€ 23.49,€ 15.90,€ 26.95,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.es/dp/2412064423,https://keepa.com/#!product/9-2412064423,Libros,"Hogar, manualidades y estilos de vida, Rápida y fácil",2412064423,9782412064429,FIRST,1,21.3,19,1.4,410,
es,https://m.media-amazon.com/images/I/41QdI6y65ZS.jpg,Le poisson voyageur: Itinéraires d'un pêcheur à la mouche,,,,,5,5,,,,,,,100 %,€ 9.00,€ 9.00,€ 9.41,€ 11.74,,€ 9.00,€ 9.41,€ 11.74,€ 9.00,€ 4.75,,,,€ 32.46,5,5,5,0,€ 9.00,€ 9.00,€ 9.41,€ 11.74,€ 9.00,€ 35.00,3rd Party (A375Q2178QWN2),yes,no,https://www.amazon.es/dp/2351912160,https://keepa.com/#!product/9-2351912160,Libros,Pesca,2351912160,9782351912164,GERFAUT,1,29.8,22.6,2.4,1240,
es,https://m.media-amazon.com/images/I/41jVsrsQqgL.jpg,Les nouvelles joies du sexe,,,,,4.2,3,,,,,€ 19.26,€ 24.34,100 %,€ 9.50,€ 9.50,€ 9.50,€ 11.27,,,,,€ 25.00,€ 3.57,€ 15.50,€ 15.50,€ 15.50,€ 16.54,2,2,0,2,€ 15.50,€ 15.50,€ 15.50,€ 16.54,€ 15.50,€ 43.85,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.es/dp/2702907504,https://keepa.com/#!product/9-2702907504,Libros,"Guías sexuales, Familia y relaciones",2702907504,9782702907504,COURRIER LIVRE,1,23.2,16.8,2.8,939,
es,https://m.media-amazon.com/images/I/41qL6z7ulLS.jpg;https://m.media-amazon.com/images/I/51rS+etXVUL.jpg;https://m.media-amazon.com/images/I/513FjvuCTPL.jpg;https://m.media-amazon.com/images/I/41jD+1bw-YL.jpg;https://m.media-amazon.com/images/I/51fIh5TuWrL.jpg;https://m.media-amazon.com/images/I/516vkwLaBGL.jpg,Gavroche d'après Les Misérables de Victor Hugo (LES GRANDS TEXTES A HAUTEUR D'),,,,,3.7,4,,,,€ 8.90,€ 3.35,€ 16.18,100 %,€ 14.00,€ 14.00,€ 13.99,€ 11.43,€ 14.00,€ 14.00,€ 14.00,€ 14.00,€ 14.00,€ 3.18,,,,€ 14.93,2,1,2,0,€ 14.00,€ 14.00,€ 13.99,€ 11.16,€ 3.35,€ 20.99,3rd Party (A3YTBI7V78VIL),yes,no,https://www.amazon.es/dp/2368560084,https://keepa.com/#!product/9-2368560084,Libros,Clásicos,2368560084,9782368560082,AMATERRA,1,20.6,13.6,0.8,120,
es,https://m.media-amazon.com/images/I/41YB5tlZxxL.jpg;https://m.media-amazon.com/images/I/418Bm8WLmHL.jpg;https://m.media-amazon.com/images/I/41nKsDaKqUL.jpg,Le Petit Guide du Kaizen,,,,,,,€ 9.90,€ 9.90,€ 9.90,€ 9.89,€ 8.51,€ 9.90,0 %,€ 9.90,€ 9.90,€ 9.90,€ 9.89,,,,,,€ 2.59,,€ 18.10,€ 18.10,€ 18.10,6,7,1,4,€ 9.90,€ 9.90,€ 9.90,€ 9.89,€ 8.51,€ 9.90,Amazon,yes,no,https://www.amazon.es/dp/2849336297,https://keepa.com/#!product/9-2849336297,Libros,"Bienestar y vida sana, Desarrollo personal y autoayuda, Mente, cuerpo y espiritualidad",2849336297,9782849336298,,1,15.1,11,1.3,140,
es,https://m.media-amazon.com/images/I/41qdSEmd+7L.jpg;https://m.media-amazon.com/images/I/51w+DpzWrML.jpg;https://m.media-amazon.com/images/I/61Bk3pQkZGL.jpg;https://m.media-amazon.com/images/I/51o8++BmNjL.jpg;https://m.media-amazon.com/images/I/51cX5LV3sEL.jpg,LA VÉNUS DE PIERRE: Vénus de Willendorf (Documentaires),,,,,5,2,€ 14.95,€ 14.95,€ 14.95,€ 14.95,€ 11.92,€ 14.96,0 %,€ 14.95,€ 14.95,€ 14.95,€ 14.95,,,,,,€ 4.26,,,,,1,1,1,0,€ 14.95,€ 14.95,€ 14.95,€ 14.95,€ 14.46,€ 14.95,Amazon,yes,no,https://www.amazon.es/dp/2844555152,https://keepa.com/#!product/9-2844555152,Libros,Literatura y ficción,2844555152,9782844555151,ELAN VERT,1,32.2,24.4,1,500,
es,https://m.media-amazon.com/images/I/51+9fixJIyL.jpg;https://m.media-amazon.com/images/I/61U2abaGG2L.jpg;https://m.media-amazon.com/images/I/51UZokCeThL.jpg;https://m.media-amazon.com/images/I/51BVhmI0BaL.jpg;https://m.media-amazon.com/images/I/51b5ekIyk2L.jpg,"24 heures dans la peau du docteur: Vite, tes patients t'attendent ! (Livres d''activités)",,,,,4.7,13,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.81,€ 14.90,0 %,€ 14.90,€ 14.90,€ 14.90,€ 14.90,,,,,,€ 4.26,,,,,5,4,1,0,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.81,€ 14.90,Amazon,yes,no,https://www.amazon.es/dp/2732494496,https://keepa.com/#!product/9-2732494496,Libros,Libros de actividades,2732494496,9782732494494,MARTINIERE J,1,30.4,24.4,1.2,600,
es,https://m.media-amazon.com/images/I/61VTDGek0PL.jpg;https://m.media-amazon.com/images/I/61qr19FgNkL.jpg;https://m.media-amazon.com/images/I/51tQZ0gcccL.jpg,L'Oracle 11:11: Messages transformateurs de conscience,,,,,3.3,4,,€ 23.00,€ 23.00,€ 23.00,€ 23.00,€ 23.00,0 %,€ 19.57,€ 23.00,€ 23.00,€ 23.00,,,,,,€ 3.57,,€ 25.63,€ 25.63,€ 25.63,3,3,1,2,,€ 23.00,€ 23.00,€ 23.00,€ 23.00,€ 23.00,,no,no,https://www.amazon.es/dp/2361883708,https://keepa.com/#!product/9-2361883708,Libros,"Mente, cuerpo y espiritualidad",2361883708,9782361883706,,1,15.9,15.9,2.7,330,
es,https://m.media-amazon.com/images/I/61yIIbQLruL.jpg,L'arche aux dragons: Sur la piste du dragon céleste,,,,,5,8,,,,€ 19.90,€ 19.90,€ 19.90,100 %,€ 14.50,€ 15.92,€ 13.61,€ 18.18,,,,,,€ 5.44,€ 20.50,€ 13.55,€ 16.05,€ 22.46,2,2,0,2,€ 20.50,€ 20.58,€ 17.13,€ 20.80,€ 10.14,€ 25.76,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.es/dp/2408020263,https://keepa.com/#!product/9-2408020263,Libros,"Dragones, unicornios y criaturas mitológicas, Literatura y ficción",2408020263,9782408020262,MILAN,1,37.6,28,1.6,960,
es,https://m.media-amazon.com/images/I/51ivZM1CAHL.jpg;https://m.media-amazon.com/images/I/51bDRbM7z4L.jpg,Quiz Docteur Good,,,,,4.1,5,,,,,€ 15.90,€ 15.90,100 %,€ 13.99,€ 13.99,€ 13.99,€ 13.99,,,,,,€ 3.80,,€ 25.99,€ 25.99,€ 25.99,1,1,0,1,€ 25.99,€ 25.99,€ 25.99,€ 25.99,€ 15.90,€ 25.99,3rd Party (A3AUKHDNHYM54F),no,no,https://www.amazon.es/dp/2263174117,https://keepa.com/#!product/9-2263174117,,Categorías,2263174117,9782263174117,,,21.4,21.3,5.2,650,
es,https://m.media-amazon.com/images/I/41cspGl7NVL.jpg,Syllabo - boîte de jeu,,,,,,,,€ 10.95,€ 10.95,€ 10.95,€ 9.41,€ 10.95,16 %,,€ 10.95,€ 10.95,€ 10.95,,,,,,€ 3.44,,,€ 16.45,€ 16.45,,1,,,,€ 10.95,€ 10.95,€ 10.95,€ 9.41,€ 10.95,,no,no,https://www.amazon.es/dp/2412072582,https://keepa.com/#!product/9-2412072582,Libros,Juegos y adivinanzas,2412072582,9782412072585,,1,13.4,10.2,6.4,340,
es,https://m.media-amazon.com/images/I/514Hz5UAMaL.jpg,Mon papa est un zarzouilleur,,,,,,,,,,,,,100 %,,,,,,,,,,€ 2.83,,,,,,,0,0,,,,,,,,no,yes,https://www.amazon.es/dp/2918194255,https://keepa.com/#!product/9-2918194255,Libros,Infantil,2918194255,9782918194255,,1,21,20.2,1,281,
es,https://m.media-amazon.com/images/I/31xXjXxderL.jpg,La parole est au silence,,,,,5,1,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,0 %,€ 14.90,€ 14.90,€ 14.90,€ 14.90,,,,,,€ 3.18,,€ 22.01,€ 22.01,€ 22.01,6,5,1,3,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,Amazon,yes,no,https://www.amazon.es/dp/2862539309,https://keepa.com/#!product/9-2862539309,Libros,"Ficción por género, Literaria",2862539309,9782862539300,,1,19.8,12.6,1.4,170,
es,https://m.media-amazon.com/images/I/41qoid9LqRL.jpg;https://m.media-amazon.com/images/I/41fvZaVVptL.jpg;https://m.media-amazon.com/images/I/41UnI+N8y4L.jpg;https://m.media-amazon.com/images/I/51+aiL7gz1L.jpg;https://m.media-amazon.com/images/I/51zc0tK7WgL.jpg,L'étoffe des héros: 100 ans d’épopées de l’équipe de France de Basket à travers 30 maillots emblématiques,,,,,,,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,0 %,€ 34.94,€ 34.94,€ 34.90,€ 34.92,,,,,,€ 5.54,,€ 37.94,€ 37.94,€ 37.94,6,7,1,4,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,Amazon,yes,no,https://www.amazon.es/dp/2757605488,https://keepa.com/#!product/9-2757605488,Libros,Baloncesto,2757605488,9782757605486,Amphora,1,30.7,25.5,3,1750,
es,https://m.media-amazon.com/images/I/41UJjbl75sL.jpg,Apprendre à apprendre: Psychologie et spiritualité sur la voie soufie,,,,,,,,,,,€ 21.93,€ 22.31,100 %,€ 60.00,€ 60.00,€ 60.00,€ 60.00,,,,,,€ 3.57,,,,,1,1,,,,,,,€ 21.93,€ 22.31,,no,no,https://www.amazon.es/dp/2702907261,https://keepa.com/#!product/9-2702907261,Libros,Islam,2702907261,9782702907269,COURRIER LIVRE,1,21,13.6,3.2,481,
es,https://m.media-amazon.com/images/I/31LdDvsyuiL.jpg;https://m.media-amazon.com/images/I/31iU4q+hHrL.jpg;https://m.media-amazon.com/images/I/51fB55NaNJL.jpg,273 amis,,,,,4.5,8,,,,,€ 8.17,€ 9.50,100 %,€ 8.57,€ 8.60,€ 8.80,€ 8.89,,€ 13.99,€ 13.99,€ 13.99,€ 13.99,€ 2.59,,€ 9.11,€ 9.10,€ 12.14,3,4,1,4,€ 8.57,€ 8.60,€ 8.81,€ 8.89,€ 6.51,€ 12.15,3rd Party (A2EL6K6KDM9FO1),no,no,https://www.amazon.es/dp/2917442549,https://keepa.com/#!product/9-2917442549,,Categorías,2917442549,9782917442548,MOUCK,1,24.2,16.6,1,140,
es,https://m.media-amazon.com/images/I/41hgKq4m6LL.jpg;https://m.media-amazon.com/images/I/41AzO8YVggL.jpg;https://m.media-amazon.com/images/I/41J-2AxQxBL.jpg;https://m.media-amazon.com/images/I/41zP-DCkqPL.jpg;https://m.media-amazon.com/images/I/41juw0Y2BRL.jpg;https://m.media-amazon.com/images/I/41NvtPGiUCL.jpg,Le Goût des insectes,,,,,,,,,,,€ 13.91,€ 16.00,100 %,€ 9.50,€ 11.07,€ 18.92,€ 21.45,,€ 23.98,€ 23.98,€ 23.98,€ 23.98,€ 3.42,,,,€ 50.99,2,2,2,0,€ 15.50,€ 22.14,€ 23.37,€ 23.67,€ 14.82,€ 23.98,3rd Party (A1H1SZO9137A7J),yes,no,https://www.amazon.es/dp/2354882564,https://keepa.com/#!product/9-2354882564,Libros,"Hogar, manualidades y estilos de vida, Cocina, bebida y hospitalidad, Aprendizaje temprano, Literatura y ficción",2354882564,9782354882563,Gulf Stream,1,28.2,22.2,1,440,
es,https://m.media-amazon.com/images/I/51DkU4aELQL.jpg;https://m.media-amazon.com/images/I/41vviPdpttL.jpg;https://m.media-amazon.com/images/I/41r4wH9nFEL.jpg;https://m.media-amazon.com/images/I/411lQLkxtFL.jpg,ALBUMS - HISTOIRES - LES CHIFFRES - QUEL BAZAR !,,,,,,,€ 12.95,€ 12.95,€ 13.10,€ 13.53,€ 12.95,€ 13.95,0 %,€ 12.95,€ 12.95,€ 13.10,€ 13.53,,,,,,€ 4.03,,,,,4,4,1,0,€ 12.95,€ 12.95,€ 13.10,€ 13.53,€ 12.95,€ 13.95,Amazon,yes,no,https://www.amazon.es/dp/2384530410,https://keepa.com/#!product/9-2384530410,Libros,Infantil,2384530410,9782384530410,,1,25.2,25.1,0.9,390,
es,https://m.media-amazon.com/images/I/41dLdnX3FaL.jpg,Kama sutra: L'homme sensuel ; Une femme aimante,,,,,,,,€ 14.90,€ 14.90,€ 14.90,€ 14.27,€ 14.90,0 %,€ 21.86,€ 14.90,€ 14.90,€ 14.90,,,,,,€ 3.57,,,,,2,5,,,,€ 14.90,€ 14.90,€ 14.90,€ 14.27,€ 14.90,,no,no,https://www.amazon.es/dp/2702917267,https://keepa.com/#!product/9-2702917267,Libros,"Guías sexuales, Familia y relaciones",2702917267,9782702917268,COURRIER LIVRE,1,27.4,13.8,2.6,710,
es,https://m.media-amazon.com/images/I/41X-DFT9DFS.jpg;https://m.media-amazon.com/images/I/415W6RwwHYL.jpg;https://m.media-amazon.com/images/I/41mGY26rrDS.jpg;https://m.media-amazon.com/images/I/41j1U1cVt5S.jpg,Everyday is a new day: Feel Good Puzzle,,,,,4.6,6,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 19.21,€ 19.90,0 %,€ 19.90,€ 18.99,€ 18.99,€ 18.99,,,,€ 18.99,€ 18.99,€ 3.80,,€ 19.00,€ 19.00,€ 19.00,8,10,1,9,€ 19.90,€ 19.00,€ 19.00,€ 19.00,€ 18.99,€ 19.90,Amazon,yes,no,https://www.amazon.es/dp/2492847071,https://keepa.com/#!product/9-2492847071,Libros,"Libros para colorear para adultos, Juegos y adivinanzas, Bienestar y vida sana, Desarrollo personal y autoayuda",2492847071,9782492847073,,1,21.9,15,5.4,390,
es,https://m.media-amazon.com/images/I/518ZGgm17yL.jpg,Je n'ai pas de religion et ça me plaît: Comment cocréer une vie qui a du sens,,,,,3.5,13,€ 17.00,€ 17.00,€ 17.00,€ 17.00,€ 6.25,€ 27.21,0 %,€ 13.50,€ 16.50,€ 16.50,€ 16.50,,,,,€ 9.08,€ 3.18,,€ 19.98,€ 19.98,€ 19.98,5,6,1,4,€ 17.00,€ 17.00,€ 17.00,€ 17.00,€ 6.25,€ 17.00,3rd Party (A3VTXTNKYVGJMM),no,no,https://www.amazon.es/dp/2813206938,https://keepa.com/#!product/9-2813206938,Libros,"Acción y aventura, Bienestar y vida sana, Desarrollo personal y autoayuda, Familia y relaciones",2813206938,9782813206930,TREDANIEL,1,19.8,13,1.6,140,
es,https://m.media-amazon.com/images/I/51HkzzYRuGL.jpg,Aimer Versailles: 200 adresses à partager,,,,,,,,,,€ 9.90,€ 9.90,€ 9.90,100 %,,,,€ 9.90,,,,,,€ 2.83,,,,,,,,,,,,€ 9.90,€ 9.90,€ 9.90,,no,no,https://www.amazon.es/dp/2804707040,https://keepa.com/#!product/9-2804707040,Libros,"Hogar, manualidades y estilos de vida, Libros y guías de viaje",2804707040,9782804707040,MARDAGA PIERRE,1,19.4,13.2,2,380,
es,https://m.media-amazon.com/images/I/41TRewnBLcL.jpg;https://m.media-amazon.com/images/I/51RoixuLcIL.jpg;https://m.media-amazon.com/images/I/51YNnFSFu1L.jpg;https://m.media-amazon.com/images/I/51w6HTAn34L.jpg;https://m.media-amazon.com/images/I/51ce8tydUWL.jpg;https://m.media-amazon.com/images/I/51nq3CBW6XL.jpg;https://m.media-amazon.com/images/I/51p8UrGs-fL.jpg;https://m.media-amazon.com/images/I/51GNPm1Jh4L.jpg,Rien à perdre,,,,,4.7,13,,,,,€ 14.57,€ 16.95,100 %,€ 6.50,€ 6.50,€ 7.62,€ 9.94,,€ 9.00,€ 9.37,€ 11.59,€ 9.00,€ 2.83,,€ 12.50,€ 12.91,€ 14.76,2,1,1,1,€ 9.00,€ 9.18,€ 9.81,€ 11.31,€ 9.00,€ 16.95,3rd Party (A375Q2178QWN2),yes,no,https://www.amazon.es/dp/2412051712,https://keepa.com/#!product/9-2412051712,Libros,Cómics y novelas gráficas,2412051712,9782412051719,FIRST,1,26.1,19.9,1.2,420,
es,https://m.media-amazon.com/images/I/41ats0PCV7L.jpg;https://m.media-amazon.com/images/I/410zjUWWQnL.jpg;https://m.media-amazon.com/images/I/413I57wqGHL.jpg,"Se préparer au meilleur avec Ho oponopono: A chaque instant, nous avons le pouvoir de créer l'abondance",,,,,,,€ 15.90,€ 15.90,€ 15.90,€ 15.90,€ 15.90,€ 15.90,0 %,€ 15.90,€ 15.90,€ 15.90,€ 15.90,,,,,,€ 3.18,,,,,5,6,,,€ 15.90,€ 15.90,€ 15.90,€ 15.90,€ 15.90,€ 15.90,Amazon,yes,no,https://www.amazon.es/dp/2702920799,https://keepa.com/#!product/9-2702920799,Libros,"Bienestar y vida sana, Desarrollo personal y autoayuda, Familia y relaciones",2702920799,9782702920794,,1,20.9,15.1,1.9,210,
es,https://m.media-amazon.com/images/I/616neykj4-L.jpg;https://m.media-amazon.com/images/I/71phxCPPXoL.jpg,L'histoire du petit tracteur de la ferme: Avec 4 circuits,,,,,5,2,,,,,,,100 %,€ 14.55,€ 14.55,€ 13.71,€ 14.18,,,,,,€ 4.26,,€ 20.55,€ 20.78,€ 20.87,1,1,0,1,€ 20.55,€ 20.55,€ 18.61,€ 19.45,€ 10.00,€ 20.95,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.es/dp/2806310873,https://keepa.com/#!product/9-2806310873,Libros,"Aprendizaje temprano, Libros de actividades, Literatura y ficción",2806310873,9782806310873,,1,28,25,5,450,
es,https://m.media-amazon.com/images/I/418OEg9bNXL.jpg;https://m.media-amazon.com/images/I/41ezvqeuFKL.jpg;https://m.media-amazon.com/images/I/415vPRm7D1L.jpg;https://m.media-amazon.com/images/I/31u4D7YQoCL.jpg;https://m.media-amazon.com/images/I/31CtD7IReJL.jpg,Les mémoires de Cassandre,,,,,,,€ 22.00,€ 22.00,€ 22.00,€ 22.00,€ 18.91,€ 22.00,0 %,€ 22.00,€ 22.00,€ 22.00,€ 22.00,,,,,,€ 3.57,,,,,4,4,,,€ 22.00,€ 22.00,€ 22.00,€ 22.00,€ 18.91,€ 22.00,Amazon,yes,no,https://www.amazon.es/dp/2813225312,https://keepa.com/#!product/9-2813225312,Libros,"Mente, cuerpo y espiritualidad",2813225312,9782813225313,,1,22.8,16,3.7,610,
