dailyAverageExchangeRateId,currencyCode,rateToEur,date
,SEK,10.612597,2019-03-8
,SEK,10.603448,2019-03-9
,SEK,10.595918,2019-03-10
,SEK,10.565906,2019-03-11
,SEK,10.570411,2019-03-12
,SEK,10.524063,2019-03-13
,SEK,10.522566,2019-03-14
,SEK,10.470544,2019-03-15
,SEK,10.471534,2019-03-16
,SEK,10.471534,2019-03-17
,SEK,10.473533,2019-03-18
,SEK,10.452645,2019-03-19
,SEK,10.421161,2019-03-20
,SEK,10.430997,2019-03-21
,SEK,10.488831,2019-03-22
,SEK,10.51095,2019-03-23
,SEK,10.502233,2019-03-24
,SEK,10.45327,2019-03-25
,SEK,10.414315,2019-03-26
,SEK,10.44451,2019-03-27
,SEK,10.443288,2019-03-28
,SEK,10.410841,2019-03-29
,SEK,10.443421,2019-03-30
,SEK,10.443421,2019-03-31
,SEK,10.40816,2019-04-1
,SEK,10.446749,2019-04-2
,SEK,10.414202,2019-04-3
,SEK,10.407624,2019-04-4
,SEK,10.426355,2019-04-5
,SEK,10.448853,2019-04-7
,SEK,10.423529,2019-04-8
,SEK,10.422697,2019-04-9
,SEK,10.443846,2019-04-10
,SEK,10.451184,2019-04-11
,SEK,10.47432,2019-04-12
,SEK,10.451737,2019-04-13
,SEK,10.492399,2019-04-14
,SEK,10.472973,2019-04-15
,SEK,10.436482,2019-04-16
,SEK,10.453961,2019-04-17
,SEK,10.459063,2019-04-18
,SEK,10.456314,2019-04-19
,SEK,10.460713,2019-04-20
,SEK,10.460713,2019-04-21
,SEK,10.469827,2019-04-22
,SEK,10.500802,2019-04-23
,SEK,10.519397,2019-04-24
,SEK,10.617168,2019-04-25
,SEK,10.592345,2019-04-26
,SEK,10.620576,2019-04-27
,SEK,10.620576,2019-04-28
,SEK,10.636018,2019-04-29
,SEK,10.644129,2019-04-30
,SEK,10.685296,2019-05-1
,SEK,10.696651,2019-05-2
,SEK,10.686674,2019-05-3
,SEK,10.693657,2019-05-4
,SEK,10.693657,2019-05-5
,SEK,10.71203,2019-05-6
,SEK,10.724885,2019-05-7
,SEK,10.751513,2019-05-8
,SEK,10.820263,2019-05-9
,SEK,10.811194,2019-05-10
,SEK,10.816895,2019-05-11
,SEK,10.816895,2019-05-12
,SEK,10.820496,2019-05-13
,SEK,10.758961,2019-05-14
,SEK,10.756061,2019-05-15
,SEK,10.761817,2019-05-16
,SEK,10.763546,2019-05-17
,SEK,10.767203,2019-05-18
,SEK,10.767203,2019-05-19
,SEK,10.788002,2019-05-20
,SEK,10.775871,2019-05-21
,SEK,10.746123,2019-05-22
,SEK,10.750752,2019-05-23
,SEK,10.696662,2019-05-24
,SEK,10.691777,2019-05-25
,SEK,10.697828,2019-05-26
,SEK,10.721384,2019-05-27
,SEK,10.696008,2019-05-28
,SEK,10.655384,2019-05-29
,SEK,10.615193,2019-05-30
,SEK,10.603571,2019-05-31
,SEK,10.635065,2019-06-1
,SEK,10.634281,2019-06-2
,SEK,10.62204,2019-06-3
,SEK,10.619352,2019-06-4
,SEK,10.608368,2019-06-5
,SEK,10.617161,2019-06-6
,SEK,10.644478,2019-06-7
,SEK,10.660021,2019-06-8
,SEK,10.660021,2019-06-9
,SEK,10.650894,2019-06-10
,SEK,10.694078,2019-06-11
,SEK,10.698738,2019-06-12
,SEK,10.694839,2019-06-13
,SEK,10.639713,2019-06-14
,SEK,10.664472,2019-06-15
,SEK,10.664472,2019-06-16
,SEK,10.636118,2019-06-17
,SEK,10.658813,2019-06-18
,SEK,10.676268,2019-06-19
,SEK,10.626943,2019-06-20
,SEK,10.629623,2019-06-21
,SEK,10.656897,2019-06-22
,SEK,10.656897,2019-06-23
,SEK,10.583695,2019-06-24
,SEK,10.549387,2019-06-25
,SEK,10.536833,2019-06-26
,SEK,10.543059,2019-06-27
,SEK,10.568068,2019-06-28
,SEK,10.573516,2019-06-29
,SEK,10.573516,2019-06-30
,SEK,10.558608,2019-07-1
,SEK,10.546873,2019-07-2
,SEK,10.499083,2019-07-3
,SEK,10.527586,2019-07-4
,SEK,10.585042,2019-07-5
,SEK,10.608188,2019-07-6
,SEK,10.608188,2019-07-7
,SEK,10.613767,2019-07-8
,SEK,10.618049,2019-07-9
,SEK,10.599677,2019-07-10
,SEK,10.57044,2019-07-11
,SEK,10.55758,2019-07-12
,SEK,10.579106,2019-07-13
,SEK,10.586555,2019-07-14
,SEK,10.53258,2019-07-15
,SEK,10.523619,2019-07-16
,SEK,10.507542,2019-07-17
,SEK,10.500775,2019-07-18
,SEK,10.525045,2019-07-19
,SEK,10.539601,2019-07-20
,SEK,10.539601,2019-07-21
,SEK,10.550039,2019-07-22
,SEK,10.553541,2019-07-23
,SEK,10.499359,2019-07-24
,SEK,10.519723,2019-07-25
,SEK,10.573017,2019-07-26
,SEK,10.592268,2019-07-27
,SEK,10.592268,2019-07-28
,SEK,10.57123,2019-07-29
,SEK,10.666804,2019-07-30
,SEK,10.677645,2019-07-31
,SEK,10.669917,2019-08-1
,SEK,10.714019,2019-08-2
,SEK,10.724978,2019-08-3
,SEK,10.724978,2019-08-4
,SEK,10.765898,2019-08-5
,SEK,10.74116,2019-08-6
,SEK,10.81092,2019-08-7
,SEK,10.734625,2019-08-8
,SEK,10.714068,2019-08-9
,SEK,10.797066,2019-08-10
,SEK,10.797066,2019-08-11
,SEK,10.738781,2019-08-12
,SEK,10.670355,2019-08-13
,SEK,10.730666,2019-08-14
,SEK,10.709846,2019-08-15
,SEK,10.723683,2019-08-16
,SEK,10.72103,2019-08-18
,SEK,10.725877,2019-08-19
,SEK,10.759508,2019-08-20
,SEK,10.676931,2019-08-21
,SEK,10.720056,2019-08-22
,SEK,10.721829,2019-08-23
,SEK,10.798188,2019-08-24
,SEK,10.798188,2019-08-25
,SEK,10.741721,2019-08-26
,SEK,10.728543,2019-08-27
,SEK,10.76845,2019-08-28
,SEK,10.802934,2019-08-29
,SEK,10.791244,2019-08-30
,SEK,10.811088,2019-08-31
,SEK,10.811088,2019-09-1
,SEK,10.776356,2019-09-2
,SEK,10.786989,2019-09-3
,SEK,10.749556,2019-09-4
,SEK,10.694167,2019-09-5
,SEK,10.62408,2019-09-6
,SEK,10.736416,2019-09-7
,SEK,10.736416,2019-09-8
,SEK,10.667371,2019-09-9
,SEK,10.692987,2019-09-10
,SEK,10.655142,2019-09-11
,SEK,10.651079,2019-09-12
,SEK,10.643359,2019-09-13
,SEK,10.72082,2019-09-14
,SEK,10.72082,2019-09-15
,SEK,10.625798,2019-09-16
,SEK,10.709458,2019-09-17
,SEK,10.726438,2019-09-18
,SEK,10.714036,2019-09-19
,SEK,10.711613,2019-09-20
,SEK,10.713798,2019-09-21
,SEK,10.713798,2019-09-22
,SEK,10.684662,2019-09-23
,SEK,10.657038,2019-09-24
,SEK,10.676613,2019-09-25
,SEK,10.668069,2019-09-26
,SEK,10.717673,2019-09-27
,SEK,10.71579,2019-09-28
,SEK,10.716638,2019-09-29
,SEK,10.724921,2019-09-30
,SEK,10.800011,2019-10-1
,SEK,10.81981,2019-10-2
,SEK,10.80574,2019-10-3
,SEK,10.806864,2019-10-4
,SEK,10.872337,2019-10-7
,SEK,10.886102,2019-10-8
,SEK,10.932277,2019-10-9
,SEK,10.839427,2019-10-10
,SEK,10.821871,2019-10-11
,SEK,10.811396,2019-10-12
,SEK,10.820477,2019-10-13
,SEK,10.825843,2019-10-14
,SEK,10.811637,2019-10-15
,SEK,10.82783,2019-10-16
,SEK,10.810973,2019-10-17
,SEK,10.773273,2019-10-18
,SEK,10.777919,2019-10-19
,SEK,10.777919,2019-10-20
,SEK,10.738486,2019-10-21
,SEK,10.729398,2019-10-22
,SEK,10.73426,2019-10-23
,SEK,10.719119,2019-10-24
,SEK,10.737091,2019-10-25
,SEK,10.730578,2019-10-26
,SEK,10.730578,2019-10-27
,SEK,10.768982,2019-10-28
,SEK,10.787701,2019-10-29
,SEK,10.790026,2019-10-30
,SEK,10.752455,2019-10-31
,SEK,10.680239,2019-11-1
,SEK,10.834542,2019-11-2
,SEK,10.680485,2019-11-3
,SEK,10.707264,2019-11-4
,SEK,10.705464,2019-11-5
,SEK,10.655243,2019-11-6
,SEK,10.645429,2019-11-7
,SEK,10.699895,2019-11-8
,SEK,10.688877,2019-11-9
,SEK,10.688877,2019-11-10
,SEK,10.715691,2019-11-11
,SEK,10.700329,2019-11-12
,SEK,10.708217,2019-11-13
,SEK,10.682306,2019-11-14
,SEK,10.654633,2019-11-15
,SEK,10.667489,2019-11-16
,SEK,10.667489,2019-11-17
,SEK,10.65264,2019-11-18
,SEK,10.676627,2019-11-19
,SEK,10.659649,2019-11-20
,SEK,10.663733,2019-11-21
,SEK,10.615114,2019-11-22
,SEK,10.60723,2019-11-23
,SEK,10.609707,2019-11-24
,SEK,10.621958,2019-11-25
,SEK,10.57385,2019-11-26
,SEK,10.541382,2019-11-27
,SEK,10.531281,2019-11-28
,SEK,10.547358,2019-11-29
,SEK,10.546712,2019-11-30
,SEK,10.546712,2019-12-1
,SEK,10.562931,2019-12-2
,SEK,10.565893,2019-12-3
,SEK,10.548105,2019-12-4
,SEK,10.534015,2019-12-5
,SEK,10.494162,2019-12-6
,SEK,10.500339,2019-12-7
,SEK,10.500339,2019-12-8
,SEK,10.542285,2019-12-9
,SEK,10.534285,2019-12-10
,SEK,10.470187,2019-12-11
,SEK,10.453372,2019-12-12
,SEK,10.461525,2019-12-13
,SEK,10.439083,2019-12-16
,SEK,10.452186,2019-12-17
,SEK,10.468399,2019-12-18
,SEK,10.484666,2019-12-19
,SEK,10.425803,2019-12-20
,SEK,10.453011,2019-12-23
,SEK,10.437223,2019-12-24
,SEK,10.43176,2019-12-25
,SEK,10.452992,2019-12-26
,SEK,10.437856,2019-12-27
,SEK,10.439556,2019-12-28
,SEK,10.439556,2019-12-29
,SEK,10.450028,2019-12-30
,SEK,10.486835,2019-12-31
,SEK,10.476743,2020-01-1
,SEK,10.466975,2020-01-2
,SEK,10.483836,2020-01-3
,SEK,10.489177,2020-01-4
,SEK,10.489177,2020-01-5
,SEK,10.530534,2020-01-6
,SEK,10.525865,2020-01-7
,SEK,10.504101,2020-01-8
,SEK,10.538834,2020-01-9
,SEK,10.566956,2020-01-10
,SEK,10.547905,2020-01-13
,SEK,10.523133,2020-01-14
,SEK,10.539529,2020-01-15
,SEK,10.562349,2020-01-16
,SEK,10.554781,2020-01-17
,SEK,10.558669,2020-01-18
,SEK,10.558669,2020-01-19
,SEK,10.552451,2020-01-20
,SEK,10.553484,2020-01-21
,SEK,10.546406,2020-01-22
,SEK,10.546809,2020-01-23
,SEK,10.551709,2020-01-24
,SEK,10.53849,2020-01-25
,SEK,10.53849,2020-01-26
,SEK,10.599689,2020-01-27
,SEK,10.591277,2020-01-28
,SEK,10.586376,2020-01-29
,SEK,10.631108,2020-01-30
,SEK,10.673766,2020-01-31
,SEK,10.685713,2020-02-1
,SEK,10.685713,2020-02-2
,SEK,10.677989,2020-02-3
,SEK,10.595474,2020-02-4
,SEK,10.546804,2020-02-5
,SEK,10.570938,2020-02-6
,SEK,10.566197,2020-02-7
,SEK,10.575658,2020-02-8
,SEK,10.575658,2020-02-9
,SEK,10.5558,2020-02-10
,SEK,10.515928,2020-02-11
,SEK,10.484795,2020-02-12
,SEK,10.496821,2020-02-13
,SEK,10.536844,2020-02-14
,SEK,10.527912,2020-02-15
,SEK,10.527912,2020-02-16
,SEK,10.505933,2020-02-17
,SEK,10.574315,2020-02-18
,SEK,10.583607,2020-02-19
,SEK,10.595894,2020-02-20
,SEK,10.560122,2020-02-21
,SEK,10.54368,2020-02-22
,SEK,10.54368,2020-02-23
,SEK,10.56493,2020-02-24
,SEK,10.571731,2020-02-25
,SEK,10.587829,2020-02-26
,SEK,10.600608,2020-02-27
,SEK,10.651084,2020-02-28
,SEK,10.597055,2020-02-29
,SEK,10.597055,2020-03-1
,SEK,10.597902,2020-03-2
,SEK,10.537766,2020-03-3
,SEK,10.575073,2020-03-4
,SEK,10.587434,2020-03-5
,SEK,10.601598,2020-03-6
,SEK,10.608995,2020-03-7
,SEK,10.603442,2020-03-8
,SEK,10.771879,2020-03-9
,SEK,10.772272,2020-03-10
,SEK,10.739341,2020-03-11
,SEK,10.88976,2020-03-12
,SEK,10.846884,2020-03-13
,SEK,10.890645,2020-03-14
,SEK,10.890645,2020-03-15
,SEK,10.874923,2020-03-16
,SEK,10.895935,2020-03-17
,SEK,11.184131,2020-03-18
,SEK,11.075022,2020-03-19
,SEK,11.046952,2020-03-20
,SEK,11.173057,2020-03-21
,SEK,11.173057,2020-03-22
,SEK,11.071205,2020-03-23
,SEK,10.977091,2020-03-24
,SEK,10.983076,2020-03-25
,SEK,10.96496,2020-03-26
,SEK,11.030228,2020-03-27
,SEK,11.051677,2020-03-28
,SEK,11.056703,2020-03-29
,SEK,11.079155,2020-03-30
,SEK,10.942347,2020-03-31
,SEK,10.988453,2020-04-1
,SEK,10.980675,2020-04-2
,SEK,10.995805,2020-04-3
,SEK,11.013427,2020-04-5
,SEK,10.933562,2020-04-6
,SEK,10.914024,2020-04-7
,SEK,10.945258,2020-04-8
,SEK,10.893506,2020-04-9
,SEK,10.869679,2020-04-10
,SEK,10.872184,2020-04-11
,SEK,10.872184,2020-04-12
,SEK,10.912226,2020-04-13
,SEK,10.945653,2020-04-14
,SEK,10.951278,2020-04-15
,SEK,10.902872,2020-04-16
,SEK,10.86865,2020-04-17
,SEK,10.857772,2020-04-18
,SEK,10.857772,2020-04-19
,SEK,10.883017,2020-04-20
,SEK,10.970742,2020-04-21
,SEK,10.940567,2020-04-22
,SEK,10.872466,2020-04-23
,SEK,10.880384,2020-04-24
,SEK,10.875429,2020-04-25
,SEK,10.878498,2020-04-26
,SEK,10.859053,2020-04-27
,SEK,10.714425,2020-04-28
,SEK,10.718223,2020-04-29
,SEK,10.692713,2020-04-30
,SEK,10.819566,2020-05-1
,SEK,10.918652,2020-05-2
,SEK,10.918652,2020-05-3
,SEK,10.766806,2020-05-4
,SEK,10.654051,2020-05-5
,SEK,10.639314,2020-05-6
,SEK,10.612088,2020-05-7
,SEK,10.585874,2020-05-8
,SEK,10.720263,2020-05-9
,SEK,10.720263,2020-05-10
,SEK,10.676421,2020-05-11
,SEK,10.570971,2020-05-12
,SEK,10.616187,2020-05-13
,SEK,10.627657,2020-05-14
,SEK,10.669124,2020-05-15
,SEK,10.610544,2020-05-18
,SEK,10.558252,2020-05-19
,SEK,10.529747,2020-05-20
,SEK,10.549823,2020-05-21
,SEK,10.546697,2020-05-22
,SEK,10.555471,2020-05-23
,SEK,10.555471,2020-05-24
,SEK,10.542164,2020-05-25
,SEK,10.567233,2020-05-26
,SEK,10.580069,2020-05-27
,SEK,10.519426,2020-05-28
,SEK,10.473747,2020-05-29
,SEK,10.491292,2020-05-30
,SEK,10.491292,2020-05-31
,SEK,10.437505,2020-06-1
,SEK,10.435681,2020-06-2
,SEK,10.414333,2020-06-3
,SEK,10.412136,2020-06-4
,SEK,10.380324,2020-06-5
,SEK,10.368714,2020-06-6
,SEK,10.368714,2020-06-7
,SEK,10.41055,2020-06-8
,SEK,10.413684,2020-06-9
,SEK,10.460554,2020-06-10
,SEK,10.540779,2020-06-11
,SEK,10.515515,2020-06-12
,SEK,10.507727,2020-06-13
,SEK,10.507727,2020-06-14
,SEK,10.512903,2020-06-15
,SEK,10.552738,2020-06-16
,SEK,10.498793,2020-06-17
,SEK,10.566769,2020-06-18
,SEK,10.577475,2020-06-19
,SEK,10.59216,2020-06-20
,SEK,10.59216,2020-06-21
,SEK,10.537606,2020-06-22
,SEK,10.504047,2020-06-23
,SEK,10.519143,2020-06-24
,SEK,10.461864,2020-06-25
,SEK,10.486368,2020-06-26
,SEK,10.471657,2020-06-27
,SEK,10.471657,2020-06-28
,SEK,10.477994,2020-06-29
,SEK,10.466131,2020-06-30
,SEK,10.467079,2020-07-1
,SEK,10.478843,2020-07-2
,SEK,10.469793,2020-07-3
,SEK,10.477189,2020-07-4
,SEK,10.477189,2020-07-5
,SEK,10.472571,2020-07-6
,SEK,10.432929,2020-07-7
,SEK,10.406721,2020-07-8
,SEK,10.413891,2020-07-9
,SEK,10.39514,2020-07-10
,SEK,10.391059,2020-07-11
,SEK,10.391059,2020-07-12
,SEK,10.39085,2020-07-13
,SEK,10.3765,2020-07-14
,SEK,10.355836,2020-07-15
,SEK,10.338297,2020-07-16
,SEK,10.329132,2020-07-17
,SEK,10.347024,2020-07-18
,SEK,10.347024,2020-07-19
,SEK,10.27194,2020-07-20
,SEK,10.233406,2020-07-21
,SEK,10.258827,2020-07-22
,SEK,10.278681,2020-07-23
,SEK,10.309551,2020-07-24
,SEK,10.27154,2020-07-27
,SEK,10.274141,2020-07-28
,SEK,10.305886,2020-07-29
,SEK,10.312297,2020-07-30
,SEK,10.348545,2020-07-31
,SEK,10.293019,2020-08-3
,SEK,10.291631,2020-08-4
,SEK,10.298059,2020-08-5
,SEK,10.316119,2020-08-6
,SEK,10.308183,2020-08-7
,SEK,10.320738,2020-08-8
,SEK,10.312415,2020-08-9
,SEK,10.273752,2020-08-10
,SEK,10.275055,2020-08-11
,SEK,10.244098,2020-08-12
,SEK,10.259909,2020-08-13
,SEK,10.291961,2020-08-14
,SEK,10.291164,2020-08-15
,SEK,10.291164,2020-08-16
,SEK,10.320944,2020-08-17
,SEK,10.318073,2020-08-18
,SEK,10.307412,2020-08-19
,SEK,10.336334,2020-08-20
,SEK,10.367848,2020-08-21
,SEK,10.390745,2020-08-22
,SEK,10.390745,2020-08-23
,SEK,10.366728,2020-08-24
,SEK,10.373009,2020-08-25
,SEK,10.31731,2020-08-26
,SEK,10.315178,2020-08-27
,SEK,10.272273,2020-08-28
,SEK,10.285156,2020-08-29
,SEK,10.285156,2020-08-30
,SEK,10.307016,2020-08-31
,SEK,10.362266,2020-09-1
,SEK,10.339545,2020-09-2
,SEK,10.361933,2020-09-3
,SEK,10.354669,2020-09-4
,SEK,10.351301,2020-09-5
,SEK,10.351301,2020-09-6
,SEK,10.358897,2020-09-7
,SEK,10.383701,2020-09-8
,SEK,10.348836,2020-09-9
,SEK,10.370071,2020-09-10
,SEK,10.393306,2020-09-11
,SEK,10.382492,2020-09-12
,SEK,10.382492,2020-09-13
,SEK,10.411914,2020-09-14
,SEK,10.405651,2020-09-15
,SEK,10.402438,2020-09-16
,SEK,10.408597,2020-09-17
,SEK,10.385583,2020-09-18
,SEK,10.354131,2020-09-19
,SEK,10.354131,2020-09-20
,SEK,10.42151,2020-09-21
,SEK,10.432275,2020-09-22
,SEK,10.490479,2020-09-23
,SEK,10.629874,2020-09-24
,SEK,10.623716,2020-09-25
,SEK,10.624934,2020-09-26
,SEK,10.624934,2020-09-27
,SEK,10.551731,2020-09-28
,SEK,10.53886,2020-09-29
,SEK,10.494052,2020-09-30
,SEK,10.476782,2020-10-1
,SEK,10.446905,2020-10-2
,SEK,10.465904,2020-10-3
,SEK,10.465904,2020-10-4
,SEK,10.473768,2020-10-5
,SEK,10.49823,2020-10-6
,SEK,10.45827,2020-10-7
,SEK,10.424035,2020-10-8
,SEK,10.401951,2020-10-9
,SEK,10.393342,2020-10-10
,SEK,10.393342,2020-10-11
,SEK,10.395105,2020-10-12
,SEK,10.356459,2020-10-13
,SEK,10.373243,2020-10-14
,SEK,10.377401,2020-10-15
,SEK,10.357219,2020-10-16
,SEK,10.37964,2020-10-17
,SEK,10.37964,2020-10-18
,SEK,10.384797,2020-10-19
,SEK,10.344174,2020-10-20
,SEK,10.351821,2020-10-21
,SEK,10.375056,2020-10-22
,SEK,10.3875,2020-10-23
,SEK,10.378068,2020-10-24
,SEK,10.378068,2020-10-25
,SEK,10.332839,2020-10-26
,SEK,10.291771,2020-10-27
,SEK,10.394521,2020-10-28
,SEK,10.410004,2020-10-29
,SEK,10.35678,2020-10-30
,SEK,10.330967,2020-10-31
,SEK,10.330967,2020-11-1
,SEK,10.375364,2020-11-2
,SEK,10.363048,2020-11-3
,SEK,10.289239,2020-11-4
,SEK,10.296297,2020-11-5
,SEK,10.2583,2020-11-6
,SEK,10.262425,2020-11-7
,SEK,10.262425,2020-11-8
,SEK,10.206187,2020-11-9
,SEK,10.176,2020-11-10
,SEK,10.185091,2020-11-11
,SEK,10.189671,2020-11-12
,SEK,10.282061,2020-11-13
,SEK,10.286501,2020-11-14
,SEK,10.286501,2020-11-15
,SEK,10.22773,2020-11-16
,SEK,10.238136,2020-11-17
,SEK,10.187635,2020-11-18
,SEK,10.22098,2020-11-19
,SEK,10.22047,2020-11-20
,SEK,10.22294,2020-11-21
,SEK,10.22294,2020-11-22
,SEK,10.229039,2020-11-23
,SEK,10.177657,2020-11-24
,SEK,10.147053,2020-11-25
,SEK,10.152603,2020-11-26
,SEK,10.162973,2020-11-27
,SEK,10.162727,2020-11-28
,SEK,10.162727,2020-11-29
,SEK,10.225437,2020-11-30
,SEK,10.239801,2020-12-1
,SEK,10.274216,2020-12-2
,SEK,10.256318,2020-12-3
,SEK,10.263473,2020-12-4
,SEK,10.251827,2020-12-5
,SEK,10.251827,2020-12-6
,SEK,10.180196,2020-12-7
,SEK,10.259006,2020-12-8
,SEK,10.262875,2020-12-9
,SEK,10.243167,2020-12-10
,SEK,10.263198,2020-12-11
,SEK,10.246535,2020-12-12
,SEK,10.246535,2020-12-13
,SEK,10.214225,2020-12-14
,SEK,10.182648,2020-12-15
,SEK,10.183105,2020-12-16
,SEK,10.134334,2020-12-17
,SEK,10.128017,2020-12-18
,SEK,10.094192,2020-12-19
,SEK,10.094192,2020-12-20
,SEK,10.101354,2020-12-21
,SEK,10.142407,2020-12-22
,SEK,10.105253,2020-12-23
,SEK,10.073148,2020-12-24
,SEK,10.105582,2020-12-25
,SEK,10.174576,2020-12-26
,SEK,10.174576,2020-12-27
,SEK,10.123687,2020-12-28
,SEK,10.038539,2020-12-29
,SEK,10.070017,2020-12-30
,SEK,10.044006,2020-12-31
,SEK,10.064867,2021-01-1
,SEK,10.034782,2021-01-2
,SEK,10.034782,2021-01-3
,SEK,10.105504,2021-01-4
,SEK,10.060005,2021-01-5
,SEK,10.05825,2021-01-6
,SEK,10.05761,2021-01-7
,SEK,10.057782,2021-01-8
,SEK,10.078398,2021-01-9
,SEK,10.078398,2021-01-10
,SEK,10.082201,2021-01-11
,SEK,10.083054,2021-01-12
,SEK,10.13891,2021-01-13
,SEK,10.101522,2021-01-14
,SEK,10.131316,2021-01-15
,SEK,10.138566,2021-01-16
,SEK,10.138566,2021-01-17
,SEK,10.13208,2021-01-18
,SEK,10.120557,2021-01-19
,SEK,10.105858,2021-01-20
,SEK,10.076598,2021-01-21
,SEK,10.080002,2021-01-22
,SEK,10.170967,2021-01-23
,SEK,10.170967,2021-01-24
,SEK,10.081945,2021-01-25
,SEK,10.089428,2021-01-26
,SEK,10.10196,2021-01-27
,SEK,10.096658,2021-01-28
,SEK,10.117626,2021-01-29
,SEK,10.146555,2021-01-30
,SEK,10.147193,2021-01-31
,SEK,10.169584,2021-02-1
,SEK,10.125453,2021-02-2
,SEK,10.111005,2021-02-3
,SEK,10.128665,2021-02-4
,SEK,10.091375,2021-02-5
,SEK,10.088429,2021-02-6
,SEK,10.088429,2021-02-7
,SEK,10.106,2021-02-8
,SEK,10.09633,2021-02-9
,SEK,10.085232,2021-02-10
,SEK,10.095942,2021-02-11
,SEK,10.06756,2021-02-12
,SEK,10.063287,2021-02-13
,SEK,10.063287,2021-02-14
,SEK,10.044978,2021-02-15
,SEK,10.043299,2021-02-16
,SEK,10.0389,2021-02-17
,SEK,10.058438,2021-02-18
,SEK,10.033381,2021-02-19
,SEK,10.035729,2021-02-20
,SEK,10.031851,2021-02-21
,SEK,10.048598,2021-02-22
,SEK,10.077674,2021-02-23
,SEK,10.078312,2021-02-24
,SEK,10.089681,2021-02-25
,SEK,10.186604,2021-02-26
,SEK,10.186456,2021-02-27
,SEK,10.186456,2021-02-28
,SEK,10.170316,2021-03-1
,SEK,10.133552,2021-03-2
,SEK,10.146667,2021-03-3
,SEK,10.145471,2021-03-4
,SEK,10.183358,2021-03-5
,SEK,10.16171,2021-03-6
,SEK,10.16171,2021-03-7
,SEK,10.167785,2021-03-8
,SEK,10.121803,2021-03-9
,SEK,10.124427,2021-03-10
,SEK,10.137638,2021-03-11
,SEK,10.140385,2021-03-12
,SEK,10.13176,2021-03-13
,SEK,10.136117,2021-03-14
,SEK,10.168533,2021-03-15
,SEK,10.13277,2021-03-16
,SEK,10.140812,2021-03-17
,SEK,10.15657,2021-03-18
,SEK,10.171535,2021-03-19
,SEK,10.138529,2021-03-20
,SEK,10.138529,2021-03-21
,SEK,10.153456,2021-03-22
,SEK,10.175853,2021-03-23
,SEK,10.175623,2021-03-24
,SEK,10.198589,2021-03-25
,SEK,10.197307,2021-03-26
,SEK,10.216705,2021-03-27
,SEK,10.216705,2021-03-28
,SEK,10.234401,2021-03-29
,SEK,10.236224,2021-03-30
,SEK,10.236182,2021-03-31
,SEK,10.247453,2021-04-1
,SEK,10.26703,2021-04-2
,SEK,10.25799,2021-04-4
,SEK,10.276781,2021-04-5
,SEK,10.229018,2021-04-6
,SEK,10.24443,2021-04-7
,SEK,10.174516,2021-04-8
,SEK,10.160152,2021-04-9
,SEK,10.160445,2021-04-10
,SEK,10.162587,2021-04-11
,SEK,10.208533,2021-04-12
,SEK,10.173872,2021-04-13
,SEK,10.130952,2021-04-14
,SEK,10.111271,2021-04-15
,SEK,10.106312,2021-04-16
,SEK,10.107134,2021-04-17
,SEK,10.107134,2021-04-18
,SEK,10.117854,2021-04-19
,SEK,10.147397,2021-04-20
,SEK,10.124998,2021-04-21
,SEK,10.127063,2021-04-22
,SEK,10.14339,2021-04-23
,SEK,10.143823,2021-04-24
,SEK,10.143823,2021-04-25
,SEK,10.133776,2021-04-26
,SEK,10.122523,2021-04-27
,SEK,10.119786,2021-04-28
,SEK,10.152968,2021-04-29
,SEK,10.168533,2021-04-30
,SEK,10.168884,2021-05-1
,SEK,10.168884,2021-05-2
,SEK,10.159168,2021-05-3
,SEK,10.197244,2021-05-4
,SEK,10.192756,2021-05-5
,SEK,10.167045,2021-05-6
,SEK,10.123592,2021-05-7
,SEK,10.104924,2021-05-8
,SEK,10.104924,2021-05-9
,SEK,10.116975,2021-05-10
,SEK,10.108322,2021-05-11
,SEK,10.169075,2021-05-12
,SEK,10.155571,2021-05-13
,SEK,10.128329,2021-05-14
,SEK,10.128284,2021-05-15
,SEK,10.128284,2021-05-16
,SEK,10.122444,2021-05-17
,SEK,10.118188,2021-05-18
,SEK,10.166615,2021-05-19
,SEK,10.144214,2021-05-20
,SEK,10.14453,2021-05-21
,SEK,10.147475,2021-05-22
,SEK,10.147475,2021-05-23
,SEK,10.161711,2021-05-24
,SEK,10.131669,2021-05-25
,SEK,10.133569,2021-05-26
,SEK,10.105035,2021-05-27
,SEK,10.121794,2021-05-28
,SEK,10.130119,2021-05-29
,SEK,10.130119,2021-05-30
,SEK,10.137308,2021-05-31
,SEK,10.109862,2021-06-1
,SEK,10.092227,2021-06-2
,SEK,10.104022,2021-06-3
,SEK,10.063885,2021-06-4
,SEK,10.065435,2021-06-5
,SEK,10.065435,2021-06-6
,SEK,10.075429,2021-06-7
,SEK,10.069371,2021-06-8
,SEK,10.060561,2021-06-9
,SEK,10.045543,2021-06-10
,SEK,10.08175,2021-06-11
,SEK,10.063579,2021-06-12
,SEK,10.063579,2021-06-13
,SEK,10.090304,2021-06-14
,SEK,10.108537,2021-06-15
,SEK,10.136451,2021-06-16
,SEK,10.185675,2021-06-17
,SEK,10.227771,2021-06-18
,SEK,10.214149,2021-06-19
,SEK,10.214149,2021-06-20
,SEK,10.16687,2021-06-21
,SEK,10.127428,2021-06-22
,SEK,10.135131,2021-06-23
,SEK,10.101305,2021-06-24
