supplierId,productCategoryId,supplierName,supplierWebsite,supplierNumber,supplierEmail,supplierAdress,supplierPostcode,countryCode,supplierNote,contactName,contactPosition,contactNumber,contactEmail,accountOpen,accountRefused,accountRefusedDate,accountRefusedReason,isInteresting,isBrand
,,VIDAXL,https://partners.vidaxl.com/resellers,,B2Binfo@vidaxl.com,,,,Il faut payer pour avoir accès à leur catalogue,,,,,FALSE,,,,FALSE,
,,VIRBAC,https://fr.virbac.com/ou-acheter-nos-aliments,,,,,,produits pour vétérinaire,,,,,FALSE,,,,TRUE,
,,VITAKRAFT,http://www.vitakraft.fr/,,service.consommateur@vitakraft.fr,,,,,,,,,FALSE,,,,TRUE,
,,VITALPETS,https://www.vitalpets.co.uk/,,,,,,,,,,,FALSE,,,,TRUE,
,,WDK GROUPE PARTNER,http://www.wdkpartner.com/fr/vos-activites/e-commerce.html,,contactweb@wdkpartner.com,,,,"il y'a une liste de produits qui se vendent bien, mais je dois obtenir une belle réduction sur le prix catalogue, actuellement, aucun produit n'est suffisament rentable. Je dois penser à analyser ces produits sur les autres MP",,,,,TRUE,,,,TRUE,
,,WESTOCKLOTS,https://westocklots.com/,,info@westocklots.com,,,,,,,,,TRUE,,,,TRUE,
,,WHISKAS,,,,,,,,,,,,FALSE,,,,TRUE,
,,YALDONE,http://yaldone.fr/nos-revendeurs/,,,,,,,,,,,FALSE,,,,TRUE,
,,ZENTRADA DISTIBUTION,https://www.zentrada.fr/,,service@zentrada.fr,,,,J'ai fini la catégorie Maison et Habitat,,,,,FALSE,,,,TRUE,
,,ZOO DIRECT,https://www.zoodirect.com/infos/revendeurs.html,,,,,,distribue des marques peu connues mais à suivre,,,,,FALSE,,,,TRUE,
,,ALVADIEM,https://www.alvadiem.fr/,,,,,,,,,,,FALSE,,,,TRUE,
,,NAT PRO CHEF,https://www.amazon.fr/LOT-ROULEAUX-alimentaire-conditionnement-micro-ondes/dp/B00TE2DEVC/ref=sr_1_4?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=nat+pro+chef&qid=1613214344&sr=8-4,,,,,,,,,,,FALSE,,,,TRUE,
,,SITRAM,https://www.sitram.fr/ou-acheter,,,,,,,,,,,FALSE,,,,TRUE,
,,HARDYDEWERSE,https://www.hardydewerse.fr/fr/,,commercial@hardydewerse.fr,,,,,,,,,FALSE,,,,TRUE,
,,ANKORSTORE,https://fr.ankorstore.com/account/orders,,,,,,,,,,,FALSE,,,,TRUE,
,,DISTRISTAR,http://www.distristar.com/home/1393-817513010033-cantu-sb-natural-coconut-curling-cream-12oz-817513010033.html,,,,,,,,,,,FALSE,,,,TRUE,
,,MAXIBURO,https://www.maxiburo.fr/,,,,,,,,,,,FALSE,,,,TRUE,
,,SETICO,https://www.setico-b2b.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,ANHELCARE,https://angelcarebaby.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,ADEXGROUP,https://www.adexgroup.fr/,,contact@adexgroup.fr,,,,,,,,,FALSE,,,,TRUE,
,,E-FOURNITURES,https://e-fournitures.fr/collections/crayons-et-craies-de-coloriage,,,,,,"bic, mapel, uhu, posca ...pleins de grosse marque",,,,,FALSE,,,,TRUE,
,,STOCK DIRECT CHR,https://www.stock-direct-chr.com/,,info@stock-direct-chr.com,,,,marque Hendi,,,,,FALSE,,,,TRUE,
,,AFRICAN DREAM FRANCE,https://www.africandreamfrance.com/inscription/,,,,,,"produiut afro, creer compte pro",,,,,FALSE,,,,TRUE,
,,CIS,https://www.grossiste-hydroponique.com/login?back=my-account,,,,,,"contacté via le site le 17/03/2022 (sans réponse),  refait une demande le 11/04/2022",,,,,FALSE,,,,TRUE,
,,GROWSHOP.FR,https://www.growshops.fr/fr/40-engrais-biobizz,,,,,,contacté via le site le 17/03/2023,,,,,FALSE,,,,TRUE,
,,AUNTJACKIES,https://auntjackiescurlsandcoils.com/,,,,,,service client,,,,,FALSE,,,,TRUE,
,,AFRICAN PRIDE,https://africanpridehair.com/,,,,,,formulaire contact,,,,,FALSE,,,,TRUE,
,,ECOSTYLER,https://ecocoinc.com/,,,,,,contacter via le site le 17/03/2022,,,,,FALSE,,,,TRUE,
,,ORS,https://orshaircare.com/,,,,,,formulaire contact,,,,,FALSE,,,,TRUE,TRUE
,,ACTIVILONG,https://activilong.com/fr/,,,,,,"service client / 2 avenue de Montboulon ZA du savoy
77165 SAINT-SOUPPLETS
France",,,,,FALSE,,,,TRUE,
,,CANTU,https://www.cantubeauty.com/,,,,,,formulaire contact,,,,,FALSE,,,,TRUE,
,,PALMERS,https://fr.palmers.com/contacter-palmer-s,,,,,,"tout contact: mail , tel, adresse",,,,,FALSE,,,,TRUE,
,,RUGAIL,https://www.rugail.com/nous-contacter,,,,,,contact via le site: 17/03/22 - aucune réponse,,,,,FALSE,,,,TRUE,
,,MIINTRADE,https://www.miintrade.com/fr/catalogue/380-rich-moist-foaming-cleanser-8809115025487.html,,,,,,formulaire contact en ligne a remplir,,,,,FALSE,,,,TRUE,
,,CULTIVEA,https://www.cultivea.com/boutique/kits-pret-a-pousser/kit-sacs-de-culture-bio-concombre-tomate-poivron/,,,,,,"se vend tres bien sur AMZ, AMZ pas present",,,,,FALSE,,,,TRUE,
,,AVENTURE BIO,https://www.aventure.bio/,,,,,,formulaire contact,,,,,FALSE,,,,TRUE,
,,MULTITEC DISTRIBUTION,https://multitec-distribution.com/#contact,,,,,,contact via le site le 02/04/2022,,,,,FALSE,,,,TRUE,
,,SPI-DISCOUNT,https://www.spi-discount.net/fr/mon-compte,,,,,,,,,,,FALSE,,,,TRUE,
,,PHOENIX IMPORT,https://www.phoeniximport.com/fr/1/accueil.aspx,,,,,,création de compte le 05/04/22,,,,,FALSE,,,,TRUE,
,,ESOTERIX,https://www.esoterix.eu/index.php,,,,,,création de compte le 05/04/22,,,,,FALSE,,,,TRUE,
,,LABORATOIRE ASEPTA,https://asepta.com/contact/,,,,,,Produit entre autre la marque Akileïne ,,,,,FALSE,TRUE,,Il faut un magasin physique pour revendre les produits,TRUE,
,,EPISAVEURS,https://www.episaveurs.fr/devenir-client,,,,,,"épicerie, boisson, hygiène et entretien pour les professionnels de la restauration",,,,,FALSE,,,,TRUE,
,,PROBAL,https://www.probal.fr/l-offre-500,,,,,,fichier XL,,,,,FALSE,,,,TRUE,
,,DIETPRO,http://www.boutique-nature.com/index.html?gclid=CjwKCAjwo8-SBhAlEiwAopc9W8B5ud_25HKlK4N1_hrlXcJGbhdgGsw2qxs3MylLyNLgFuRdd6u9lBoCLzgQAvD_BwE,,,,,,,,,,,FALSE,,,,TRUE,
,,CONCEPT JP,https://conceptjp.com/m-inscrire/,,,,,,,,,,,FALSE,,,,TRUE,
,,MELANINBEAUTYWHOLESALE,https://www.melaninbeautywholesale.com/pages/contact-us?contact_posted=true#ContactForm,,,,,,demande de catalogue via le site le 13/04/2022,,,,,FALSE,,,,TRUE,
,,FRIZSCOSMETICS,https://frizscosmetics.com/products-page-2/eco-styler-styling-gel-olive-oil-8oz-3/,,,,,,demande de catalogue via le site le 13/04/2023,,,,,FALSE,,,,TRUE,
,,COSMETIZ,https://www.cosmetize.com/product/eco-styler-professional-styling-gel-with-olive-oil-32oz/2e75b231-d588-4bf6-aaa4-7d06304745e0,,,,,,demande de devis envoyé par mail le 13/04/2022,,,,,TRUE,,,,TRUE,
,,SUPPLYLEADER,https://supplyleader.com/,,,,,,il recherche des grossistes en chine,,,,,FALSE,,,,TRUE,
,,HAUSHALT-INTERNATIONAL,https://haushalt-international.de/Registrieren.aspx,,,,,,formulaire contact en ligne,,,,,FALSE,,,,TRUE,
,,GROSSISTE JEUX BE,https://www.grossiste-jeux.be/fr/login.aspx,,,,,,,,,,,FALSE,,,,TRUE,
,,TOI-TOYS,https://www.toi-toys.com/fr/enregistrer,,,,,,formulaire en ligne ne fonctionne pas,,,,,FALSE,,,,TRUE,
,,PDC,https://www.pdcwellness.com/,,customerservices@originaladditions.co.uk,,,,mail envoyé le 21/04/22 - distributeur de marque comme Cantu,,,,,FALSE,,,,TRUE,
,,OLAPLEX,https://www.olaplex-haarkleuringen.be/fr,,,,,,,,,,,FALSE,,,,TRUE,
,,EXOTICCITY,https://www.exoticcity.be/fr/relaxers-and-color-treatments/2487-ors-olive-oil-relaxer-kit-super-x12.html,,info@exoticcity.be,,,,"aucun prix sur le site, faut les contacter pour en savoir plus",,,,,TRUE,,,,TRUE,
,,COSMETIC99,https://www.cosmetic99.fr/mon-compte/,,,,,,"compte créé le 24/04, contact par téléphone, car pas reçu mail création compte",,,,,TRUE,,,,TRUE,
,,SOCODIS,https://www.socodis-animal-et-nature.com/,,daniel.armengaud81@orange.fr,,,,a contacter pr savoir si on peut acheter,,,,,FALSE,,,,TRUE,
,,TRANSMED,https://transmed.com/en/our-partners/,,,,,,Ils sont plus sur l'Afrique et le moyen Orient,,,,,FALSE,,,,TRUE,
,,SUHAILCOSMETICS,https://www.suhailcosmetics.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,MASTER CLEANING,https://www.master-cleaning.be/,,,,,,,,,,,FALSE,,,,TRUE,
,,DISTRIBIO,https://www.distribio.be/,,,,,,,,,,,FALSE,,,,TRUE,
,,DIET PRO,https://www.dietpro.fr/,,,,,,,,,,,FALSE,,,,TRUE,
,,DESPEC-BENELUX,https://www.despec-benelux.com/fr_FR/account/registration/?return_url=https%3A%2F%2Fwww.despec-benelux.com%2Ffr_FR%2Fp%2Foxford-organiser-book-a4-grey-100102777-80shts-80gr-checkered-5mm%2F78979%2F,,,,,,,,,,,FALSE,,,,TRUE,
,,GROSSISTE ENCRE,https://grossistencre.fr/,,,,,,,,,,,TRUE,,,,TRUE,
,,INMAC-WSTORE,https://www.inmac-wstore.com/cartouche-jet-encre/c879.htm?m=1057&coagent=1001055&gclid=Cj0KCQjw5ZSWBhCVARIsALERCvxGRUQF26fsGZEtf3VXt9HXzEQCxpM4oc92HTvI3ENoVT8ByzecRpoaArRmEALw_wcB,,,,,,,,,,,FALSE,,,,TRUE,
,,WHOFFICE,"https://www.whoffice.de/rubrik,whoffice,de/produkte,Produkte",,,,,,,,,,,FALSE,,,,TRUE,
,,HADAR DISTRIBUTION,https://hadardistribution.com/,,contact@hadardistribution.com,,,,,,,,,FALSE,,,,TRUE,
,,SOCADE,https://www.socadeparis.com/,,contact@socadeparis.com,,,,,,,,,FALSE,,,,TRUE,
,,EUROLOTS,https://www.eurolots.com/en/login/register,,,,,,,,,,,TRUE,,,,TRUE,
,,3LD,http://3ld.fr/#services,,,,,,,,,,,FALSE,,,,TRUE,
,,NET APPRO,http://www.netappro.com/authentification,,,,,,,,,,,FALSE,,,,TRUE,
,,FIROZA,https://firozadistribution.com/login.php?crea=,,,,,,,,,,,FALSE,,,,TRUE,
,,FLAMINGO,https://www.flamingo.be/fr/account/login,,,,,,,,,,,FALSE,,,,TRUE,
,,E-CORNER,https://e-corner.fr/account/register,,,,,,,,,,,FALSE,,,,TRUE,
,,HOPE,https://hope-pet-food.com/grossiste-animalerie/identification?back=my-account,,,,,,,,,,,FALSE,,,,TRUE,
,4,GROSSISTE MAQUILLAGE,https://www.grossistemaquillage.com/connexion?back=my-account,,,,,,,,,,,FALSE,,,,TRUE,
,,TRADE MAKE UP,https://trade-makeup.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,YARI,https://yari.eu/,,,,,,,,,,,TRUE,,,,TRUE,
,,HEUSCHEN & SCHROUFF,https://www.heuschenschrouff.com/,,,,,,,,,,,FALSE,TRUE,,ils m'ont renvoillé vers leur partenaire Français.,TRUE,
,,MASIMPEX,https://www.masimpex.com/en/l/contact,,info@masimpex.com,,,,,,,,,FALSE,,,,TRUE,
,,T&T FOOD,https://www.ttfoodsorder.fr/easyorder/index,,,,,,,,,,,FALSE,,,,TRUE,
,,JOHNSON & JOHNSON,https://www.jnj.fr/contact-us,,labo@jnj.com,,,,,,,,,FALSE,,,,TRUE,
,,AFRO EXOTIQUE,https://afro-exotique.com/product/dax-gel-pour-cheveux-a-lhuile-dolive-eco-styler/,,,,,,,,,,,FALSE,,,,TRUE,
,,BELLEZA PLUS,https://bellezaplus.com/fr/gels-de-fixation/1291-eco-styler-styling-gel-olive-oil-473ml-for-all-hair-types-748378001112.html,,,,,,,,,,,FALSE,,,,TRUE,
,,DCA-DISTRIBUTION,https://www.dca-distribution.fr/,,,,,,,,,,,FALSE,,,,TRUE,
,,GESLOT,https://geslot.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,EUROPAGES,https://www.europages.fr/?_ga=2.246986756.1499390131.1672158563-1660373246.1672158563,,,,,,,,,,,FALSE,,,,TRUE,
,,BAHADOURIAN,https://www.epicerie-grossiste.com/,,,,,,,,,,,FALSE,,,,TRUE,
,,ABS FRANCE WHOLESALE,https://absfrancewholesale.fr/,,,,,,,,,,,FALSE,,,,TRUE,
,,VETOSANTÉ,https://www.vetosante.com/qui-sommes-nous,,,,,,,,,,,FALSE,,,,TRUE,
,,NOZ,,,,,,,,,,,,FALSE,,,,TRUE,
,,EMMAUS,,,,,,,,,,,,,,,,,
,,MONA LISAIT,,,,,,,,,,,,,,,,,
,,PRADO MERMOZ,https://www.parapharmacie-et-medicament.com/,,,,,,,,,,,,,,,,
,,FNAC,,,,,,,,,,,,,,,,,
,,MAXI TOYS,,,,,,,,,,,,,,,,,
,,MAXXILOT,,,,,,,,,,,,,,,,,
,,AUCHAN,,,,,,,,,,,,,,,,,
,4,LBM,,,,,,,,,,,,,,,,,
,,PHARMAMARKET,,,,,,,,,,,,,,,,,
,,BOTICINAL,,,,,,,,,,,,,,,,,
,4,PASSION COSMETICS PARIS,,,,,,,,,,,,,,,,,
,,ORNIBIRD,,,,,,,,,,,,,,,,,
,,DUREX,,,,,,,,,,,,,,,,,
,,DIFAC,https://www.difac.fr/accueil.asp,,,,,,,,,,,,,,,,
